Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
FA873023CB021,4/27/2023,AGILE RF SYSTEMS LLC,1800000,PORTABLE WEATHER RADAR TACFI,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F4FBEQ AFRL RGF,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"334511 SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,4/28/2023,4/28/2025,9/27/2024,CONT_AWD_FA873023CB021_9700_-NONE-_-NONE-,4/27/2023,FA8730
FA873023PB007,2/21/2023,"PRAESES, LLC",1250000,ROOK PLATFORM FOR B-52 AGILE POD,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,999,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,AFRL RVF,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Air Force,PURCHASE ORDER,2/21/2023,8/17/2024,6/8/2023,CONT_AWD_FA873023PB007_9700_-NONE-_-NONE-,2/21/2023,FA8730
FA880223C0002,7/28/2023,"XAGE SECURITY GOV, LLC",5150000,ZERO TRUST APPLICATION DEVELOPMENT SOFTWARE,FA880223R0007,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,F2TSAA SMC DS,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541511 CUSTOM COMPUTER PROGRAMMING SERVICES,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,7/31/2023,7/30/2028,4/11/2025,CONT_AWD_FA880223C0002_9700_-NONE-_-NONE-,7/28/2023,FA8802
FA945123C0015,6/21/2023,TAU TECHNOLOGIES LLC,240000,"RESEARCH AND DEVELOPMENT EFFORT - THE INTENT IS TO RESTORE, IMPROVE FUNCTIONALITY, AND MODERNIZE THE PROTOTYPE PANDORA EXPERIMENTAL SENSOR",FA945121S0001,TWO STEP,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,F2KBAH AFRL DET 15 MAUI AFRL RDSM,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,6/21/2023,7/5/2024,1/9/2024,CONT_AWD_FA945123C0015_9700_-NONE-_-NONE-,6/21/2023,FA9451
FA945323CA031,1/5/2023,"APPLIED RESEARCH ASSOCIATES, INC.",578565,ADVANCED UNI-SENSOR RAPID ORBIT RECONSTRUCTION ALGORITHM AND SENSING (AURORAS),FA945319S0002,TWO STEP,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,AFRL RVF,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,1/5/2023,3/26/2026,5/20/2025,CONT_AWD_FA945323CA031_9700_-NONE-_-NONE-,1/5/2023,FA9453
FA945323CX004,9/29/2023,LOCKHEED MARTIN CORP,33743301,JOINT EMERGENT TECHNOLOGY SUPPLYING ON-ORBIT NUCLEAR POWER (JETSON) HIGH POWER,,TWO STEP,FULL AND OPEN COMPETITION,3,COST PLUS FIXED FEE,NO SET ASIDE USED.,AFRL RVF,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,9/29/2023,12/23/2024,1/8/2025,CONT_AWD_FA945323CX004_9700_-NONE-_-NONE-,9/29/2023,FA9453
FA945323CX005,9/29/2023,WESTINGHOUSE GOVERNMENT SERVICES LLC,19969993,JOINT EMERGENT TECHNOLOGY SUPPLYING ON-ORBIT NUCLEAR POWER (JETSON),FA945321S0001,TWO STEP,FULL AND OPEN COMPETITION,2,COST PLUS FIXED FEE,NO SET ASIDE USED.,WASHINGTON HEADQUARTERS SERVICES,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Washington Headquarters Services,DEFINITIVE CONTRACT,9/29/2023,3/30/2026,5/16/2025,CONT_AWD_FA945323CX005_9700_-NONE-_-NONE-,9/29/2023,FA9453
FA945323CX010,9/29/2023,"INTUITIVE MACHINES, LLC",9490214,JOINT EMERGENT TECHNOLOGY SUPPLYING ON-ORBIT NUCLEAR POWER (JETSON) LOW POWER,,TWO STEP,FULL AND OPEN COMPETITION,3,FIRM FIXED PRICE,NO SET ASIDE USED.,AFRL RVF,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,9/29/2023,3/29/2028,4/18/2025,CONT_AWD_FA945323CX010_9700_-NONE-_-NONE-,9/29/2023,FA9453
HDTRA123C0007,1/5/2023,ENVIRONMENTAL INSTRUMENTS CANADA INC,286660.9,ROBOTIC RADIATION DETECTOR PROTOTYPE,HDTRA118S0002,BASIC RESEARCH,FULL AND OPEN COMPETITION,7,FIRM FIXED PRICE,NO SET ASIDE USED.,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,1/15/2023,3/14/2024,4/22/2025,CONT_AWD_HDTRA123C0007_9700_-NONE-_-NONE-,1/5/2023,HDTRA1
HDTRA123C0008,11/3/2022,"APPLIED RESEARCH ASSOCIATES, INC.",489370.09,DISMOUNTED EMP SENSOR,HDTRA118S0002,BASIC RESEARCH,FULL AND OPEN COMPETITION,22,COST PLUS FIXED FEE,NO SET ASIDE USED.,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,11/3/2022,3/2/2024,2/23/2024,CONT_AWD_HDTRA123C0008_9700_-NONE-_-NONE-,11/3/2022,HDTRA1
HDTRA123C0009,1/10/2023,"VITRIVAX, INC.",9100796.39,OPTIMIZATION AND PRODUCTION OF SINGLE-SHOT VACCINES FOR MELIOIDOSIS AND GLANDERS,HDTRA117S0002,BASIC RESEARCH,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,1/12/2023,2/11/2026,5/1/2025,CONT_AWD_HDTRA123C0009_9700_-NONE-_-NONE-,1/10/2023,HDTRA1
HDTRA123C0018,5/16/2023,"DZYNE TECHNOLOGIES, LLC",1099227,EMPLOY A SPIRAL DEVELOPMENT MODEL FOR URBANSCAPE ENHANCEMENT.,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,5/16/2023,5/16/2025,5/2/2024,CONT_AWD_HDTRA123C0018_9700_-NONE-_-NONE-,5/16/2023,HDTRA1
HDTRA123C0027,9/22/2023,"ETEGENT TECHNOLOGIES, LTD.",1079953.76,"SYNTHETIC APERTURE RADAR(SAR) IMAGE GENERATION DATA AUGMENTATION SMALL BUSINESS INNOVATION RESEARCH, PHASE II.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,9/22/2023,9/24/2025,2/6/2025,CONT_AWD_HDTRA123C0027_9700_-NONE-_-NONE-,9/22/2023,HDTRA1
HDTRA123C0028,8/1/2023,"EP ANALYTICS, INC..",1099942.24,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE II, SEAL: A GENERALIZED FRAMEWORK FOR DEPLOYING A SECURE APPLICATION LIFECYCLE MANAGEMENT PROCESS WITH CI/CD",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,9,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,8/1/2023,8/1/2025,9/25/2023,CONT_AWD_HDTRA123C0028_9700_-NONE-_-NONE-,8/1/2023,HDTRA1
HDTRA123C0029,6/20/2023,XL SCIENTIFIC LLC,1081878,DEVELOPMENT OF EFFICIENT MACHINE LEARNING ALGORITHMS FOR INFORMATION FUSION FROM RADIATION DETECTORS,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,7/15/2023,7/14/2025,9/19/2023,CONT_AWD_HDTRA123C0029_9700_-NONE-_-NONE-,6/20/2023,HDTRA1
HDTRA123C0030,5/10/2023,PHYSICAL SCIENCES INC.,1082623,R&D SERVICES FOR NETWORK FUSION RADIATION ANALYSIS TOOL,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,5/15/2023,5/14/2025,6/14/2023,CONT_AWD_HDTRA123C0030_9700_-NONE-_-NONE-,5/10/2023,HDTRA1
HDTRA123C0047,6/29/2023,SPECTRAL LABS INCORPORATED,999933.79,R&D SERVICES FOR VIRTUAL REALITY RAD/NUC ENVIRONMENT (VRRNE),,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,7/3/2023,3/2/2025,2/23/2024,CONT_AWD_HDTRA123C0047_9700_-NONE-_-NONE-,6/29/2023,HDTRA1
HDTRA123C0052,9/25/2023,BADVR INC,3307417.27,"SMALL BUSINESS INNOVATIVE RESEARCH PHASE 3 (SBIR III) ""LANTERNSHARK- AUGMENTED REALITY OPERATIONS CENTER WITH DATA LAYERS""",HDTRA123R0063,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,FIXED PRICE LEVEL OF EFFORT,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,9/27/2023,11/14/2025,5/14/2025,CONT_AWD_HDTRA123C0052_9700_-NONE-_-NONE-,9/25/2023,HDTRA1
HDTRA123C0053,8/14/2023,RAMPART TECHNOLOGIES CORPORATION,4203661,CONTINUE THE SPIRAL DEVELOPMENT OF THE EXISTING ZIA SOFTWARE CAPABILITY.,HDTRA123R0030,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,8/14/2023,2/13/2028,3/6/2025,CONT_AWD_HDTRA123C0053_9700_-NONE-_-NONE-,8/14/2023,HDTRA1
HDTRA123F0001,11/16/2022,"LEIDOS, INC.",5451188,R&D SERVICES FOR NUCLEAR WATER SHOCK MODELING,HDTRA112R0016,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,2,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,12/1/2022,11/30/2025,7/14/2025,CONT_AWD_HDTRA123F0001_9700_HDTRA114D0008_9700,11/16/2022,HDTRA1
HDTRA123F0002,3/2/2023,PERATON INC.,5281037,R&D SERVICES FOR DEVELOPMENT OF ENHANCED NUCLEAR WEAPONS EFFECTS DATABASE SYSTEM,HDTRA112R0016,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,2,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,3/20/2023,11/30/2025,7/14/2025,CONT_AWD_HDTRA123F0002_9700_HDTRA114D0005_9700,3/2/2023,HDTRA1
HDTRA123F0003,11/14/2022,RAYTHEON COMPANY,6199312.98,RESEARCH AND DEVELOPMENT OF SECURITY SYSTEMS,HDTRA112R0016,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,11/1/2022,12/2/2025,7/14/2025,CONT_AWD_HDTRA123F0003_9700_HDTRA114D0007_9700,11/14/2022,HDTRA1
HDTRA123F0009,6/16/2023,SOUTHWEST RESEARCH INSTITUTE,6758379.61,ENGINEERING SERVICES,HDTRA118R0004,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,6/18/2023,3/14/2026,5/15/2025,CONT_AWD_HDTRA123F0009_9700_HDTRA118D0002_9700,6/16/2023,HDTRA1
HDTRA123F0010,1/27/2023,"PREMIER TECHNOLOGY, INC.",3089862.41,"DESIGN, FABRICATE AND DELIVER TEST ARTICLES TO THE COMBATTING TERRORISM DIVISION OF THE RESEARCH AND DEVELOPMENT DIRECTORATE.",,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,1/30/2023,12/1/2025,2/6/2025,CONT_AWD_HDTRA123F0010_9700_HDTRA116D0003_9700,1/27/2023,HDTRA1
HDTRA123F0016,3/21/2023,BOOZ ALLEN HAMILTON INC,20597901.09,DATA SCIENCE SUPPORT,HDTRA118R0045,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541512 COMPUTER SYSTEMS DESIGN SERVICES,Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,3/22/2023,3/21/2026,8/4/2025,CONT_AWD_HDTRA123F0016_9700_HDTRA119D0002_9700,3/21/2023,HDTRA1
HDTRA123F0019,2/24/2023,"APPLIED RESEARCH ASSOCIATES, INC.",3932081.36,DATA DRIVEN METHODS OF NUCLEAR WEAPON DISCOVERY PROJECT,HDTRA112R0016,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,3,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,3/1/2023,9/30/2025,7/14/2025,CONT_AWD_HDTRA123F0019_9700_HDTRA114D0003_9700,2/24/2023,HDTRA1
HDTRA123F0026,4/19/2023,"APPLIED RESEARCH ASSOCIATES, INC.",3060043.61,SPECIAL SYSTEMS TEST BED FOR RESEARCH AND DEVELOPMENT,HDTRA123R0134,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,4/19/2023,12/2/2025,7/14/2025,CONT_AWD_HDTRA123F0026_9700_HDTRA114D0003_9700,4/19/2023,HDTRA1
HDTRA123F0029,3/30/2023,"APPLIED RESEARCH ASSOCIATES, INC.",32906447.83,TARGET ASSESSMENT TECHNOLOGIES SUPPORT,HDTRA123R0034,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,4/1/2023,12/2/2025,7/14/2025,CONT_AWD_HDTRA123F0029_9700_HDTRA114D0003_9700,3/30/2023,HDTRA1
HDTRA123F0030,3/30/2023,"LEIDOS, INC.",62130272.79,TARGET ASSESSMENT TECHNOLOGIES SUPPORT,HDTRA123R0034,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,4/1/2023,12/2/2025,7/14/2025,CONT_AWD_HDTRA123F0030_9700_HDTRA114D0008_9700,3/30/2023,HDTRA1
HDTRA123F0100,9/28/2023,"APPLIED RESEARCH ASSOCIATES, INC.",5940517,"DETECT, TAG, AND TRACK AS TAGGANT PROTOTYPE DEVELOPMENT FOR RESEARCH",HDTRA112R0016,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541712 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,10/2/2023,10/1/2025,7/14/2025,CONT_AWD_HDTRA123F0100_9700_HDTRA114D0003_9700,9/28/2023,HDTRA1
HDTRA123P0002,12/15/2022,OBJECTSECURITY LLC,173986,"SBIR DTRA222-001: APPLICATION OF MACHINE LEARNING, ARTIFICIAL INTELLIGENCE, AND DATA SCIENCE TECHNIQUES TO IMPROVE NL DATA MANAGEMENT AND APPLICATION SERVICES",HDTRA122R22.2,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,22,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,12/15/2022,7/14/2023,1/31/2025,CONT_AWD_HDTRA123P0002_9700_-NONE-_-NONE-,12/15/2022,HDTRA1
