Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
HDTRA125P0002,10/21/2024,KNOWLEDGE BASED SYSTEMS INC,167500,SMALL BUSINESS INNOVATION RESEARCH PHASE I - PATHFINDER DEEP LEARNING,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,17,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,10/21/2024,5/20/2025,10/21/2024,CONT_AWD_HDTRA125P0002_9700_-NONE-_-NONE-,10/21/2024,HDTRA1
HDTRA125P0005,10/24/2024,SPECTRAL ENERGIES LLC,167265,SMALL BUSINESS INNOVATION FOR MULTIPARAMETER DIAGNOSTICS AND MODELING OF CHEMICAL REACTIONS IN DUST AND DEBRIS LADEN ENVIRONMENTS,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,6,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,10/27/2024,5/26/2025,11/4/2024,CONT_AWD_HDTRA125P0005_9700_-NONE-_-NONE-,10/24/2024,HDTRA1
HDTRA125P0006,11/13/2024,CFD RESEARCH CORPORATION,167408,MEASUREMENT AND MODELING OF DETONATION THROUGH DUSTY ENVIRONMENTS,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,6,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,11/13/2024,6/12/2025,11/13/2024,CONT_AWD_HDTRA125P0006_9700_-NONE-_-NONE-,11/13/2024,HDTRA1
HDTRA125PE004,3/20/2025,ARETE ASSOCIATES,173930.56,"SMALL BUSINESS INNOVATION TO DEVELOP A HANDHELD INSTRUMENT THAT, FROM A STANDOFF DISTANCE, CAN DETECT AND IDENTIFY MATERIALS FROM WITHIN A SEALED CONTAINER FOR RD-CXR.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,7,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,3/20/2025,10/19/2025,7/14/2025,CONT_AWD_HDTRA125PE004_9700_-NONE-_-NONE-,3/20/2025,HDTRA1
HDTRA225CE001,4/16/2025,H3D INC,1149996.18,SBIR II_T2-0512_COMMERCIALIZATION OF PEROVSKITE GAMMA-RAY SENSORS FOR THE WARFIGHTER,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DEFINITIVE CONTRACT,4/18/2025,4/17/2027,4/17/2025,CONT_AWD_HDTRA225CE001_9700_-NONE-_-NONE-,4/16/2025,HDTRA2
HDTRA225FE004,3/7/2025,"LEIDOS, INC.",5003585,DTRA EXPERIMENTATION LAB (DEL) ANALYTICS,HDTRA225R0006,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,2,COST PLUS FIXED FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,3/10/2025,3/10/2026,5/1/2025,CONT_AWD_HDTRA225FE004_9700_HDTRA124D0004_9700,3/7/2025,HDTRA2
HDTRA225PE002,6/3/2025,"KARAGOZIAN & CASE, INC.",199980.98,"THIS SBIR TOPIC IS TO DEVELOP NEW EXPERIMENTS, DIAGNOSTICS, AND ACCOMPANYING MODELING AND SIMULATION TO DETERMINE THE AMOUNT OF DUST AND DEBRIS GENERATED IN A WEAPON STRIKE ON RESPONDING SURFACES IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK.",,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,16,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,6/4/2025,1/3/2026,6/3/2025,CONT_AWD_HDTRA225PE002_9700_-NONE-_-NONE-,6/3/2025,HDTRA2
HDTRA225PE003,4/30/2025,H3D INC,174000,LOW-MASS SOLID-STATE NEUTRON COINCIDENCE COUNTER RESEARCH,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,5/5/2025,12/5/2025,7/30/2025,CONT_AWD_HDTRA225PE003_9700_-NONE-_-NONE-,4/30/2025,HDTRA2
HDTRA225PE007,5/27/2025,CFD RESEARCH CORPORATION,199917.86,SBIR PHASE I T24B-002-0073 QUANTIFICATION OF CUMULATIVE BLAST DOSE TO SERVICE MEMBERS FROM WEAPON FIRING IN TRAINING AND COMBAT IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,23,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,7/2/2025,2/1/2026,6/5/2025,CONT_AWD_HDTRA225PE007_9700_-NONE-_-NONE-,5/27/2025,HDTRA2
HDTRA225PE009,6/2/2025,EPITOME RESEARCH AND INNOVATIONS INC.,206397.69,STTR PHASE I_T24C-002-0002_A PERSONAL ARTIFICIAL INTELLIGENCE RADIATION HEALTH PHYSICIST COMPANION FOR RADIOLOGICAL ENVIRONMENTS,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,30,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,PURCHASE ORDER,6/16/2025,1/15/2026,6/2/2025,CONT_AWD_HDTRA225PE009_9700_-NONE-_-NONE-,6/2/2025,HDTRA2
HQ072725FE006,3/6/2025,RAYTHEON COMPANY,252822,THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRES PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS FOR SOFTWARE.,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE MICROELECTRONICS ACTIVITY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Defense Microelectronics Activity,DELIVERY ORDER,3/6/2025,3/31/2026,3/24/2025,CONT_AWD_HQ072725FE006_9700_HQ072716D0006_9700,3/6/2025,HQ0727
HQ072725FE016,2/27/2025,RAYTHEON COMPANY,1817881,THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRES PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS.,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,DEFENSE MICROELECTRONICS ACTIVITY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Defense Microelectronics Activity,DELIVERY ORDER,2/27/2025,2/28/2026,2/27/2025,CONT_AWD_HQ072725FE016_9700_HQ072716D0006_9700,2/27/2025,HQ0727
HQ072725FE028,5/21/2025,RAYTHEON COMPANY,2514042,THE ADVANCED TECHNOLOGY SUPPORT PROGRAM (ATSP) CONTRACT ACQUIRES PROGRESSIVE MICROELECTRONIC CAPABILITY SOLUTIONS FOR SOFTWARE.,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,F2BDAN AFLCMC HBA,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Air Force,DELIVERY ORDER,5/21/2025,5/31/2026,5/21/2025,CONT_AWD_HQ072725FE028_9700_HQ072716D0006_9700,5/21/2025,HQ0727
N0001925F0144,11/15/2024,DCS CORPORATION,3278567.85,CMPC ADDITIONAL SOFTWARE DEVELOPMENT,N0001919R0040,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,4,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541511 CUSTOM COMPUTER PROGRAMMING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,11/7/2024,11/17/2025,5/1/2025,CONT_AWD_N0001925F0144_9700_N0001920D0023_9700,11/15/2024,N00019
N0001925F2063,4/17/2025,NORTHROP GRUMMAN SYSTEMS CORPORATION,1866124.75,CMPC SOFTWARE DEVELOPMENT,N0001919R0040,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,4,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541511 CUSTOM COMPUTER PROGRAMMING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,4/18/2025,4/17/2030,4/17/2025,CONT_AWD_N0001925F2063_9700_N0001920D0024_9700,4/17/2025,N00019
N0001925F2272,4/16/2025,MONTEREY TECHNOLOGIES INC,2615035,CMPC SOFTWARE DEVELOPMENT PART D,N0001925R0039,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST PLUS FIXED FEE,,NAVAL AIR SYSTEMS COMMAND,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541511 CUSTOM COMPUTER PROGRAMMING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,4/1/2025,4/17/2026,6/3/2025,CONT_AWD_N0001925F2272_9700_N0001920D0029_9700,4/16/2025,N00019
N0016425FJ507,3/5/2025,INDESIGN LLC,1493319,ENGINEERING SERVICES FOR SIREN,,ONLY ONE SOURCE,NOT COMPETED,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,3/6/2025,3/28/2026,3/6/2025,CONT_AWD_N0016425FJ507_9700_N0016422GJR85_9700,3/5/2025,N00164
N0017325F2404,12/27/2024,"DEVINE CONSULTING, INC.",1134225.55,ATMOSPHERIC AEROSOL PREDICTION AND APPLICATIONS RESEARCH AND DEVELOPMENT. SEE ATTACHMENT 1 - TASK ORDER SOW,,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NAVAL RESEARCH LABORATORY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,12/27/2024,12/26/2025,5/7/2025,CONT_AWD_N0017325F2404_9700_N0017325D2404_9700,12/27/2024,N00173
N0017325F2423,3/7/2025,"JENSEN HUGHES, INC.",184860.4,N00173-20-D-2001 TASK ORDER NUMBER 0018 (N00173-25-F-2423) NAVSEA LOCNESS BATTERY COMPARTMENT FIRE HAZARD ANALYSIS (FHA),,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,,NAVAL RESEARCH LABORATORY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,3/7/2025,3/9/2026,3/7/2025,CONT_AWD_N0017325F2423_9700_N0017320D2001_9700,3/7/2025,N00173
N0017325F2424,4/29/2025,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,285000,"THE RESEARCH AND DEVELOPMENT OF THE NAVYS NEPTUNE SYSTEM. NEPTUNE IS A SPECTRAL ELEMENT SOLVER FOR THE COMPRESSIBLE, NON-HYDROSTATIC, DEEP-ATMOSPHERE EQUATIONS OF MOTION.",,ONLY ONE SOURCE,NOT COMPETED,,COST PLUS FIXED FEE,,NAVAL RESEARCH LABORATORY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,4/29/2025,4/28/2026,5/14/2025,CONT_AWD_N0017325F2424_9700_N0017325D2403_9700,4/29/2025,N00173
N0017325F2425,4/21/2025,"APPLIED TECHNOLOGY, INC.",2135161.67,SEE ATTACHMENT 1 - STATEMENT OF WORK,N0017323RTJ01,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,COST PLUS FIXED FEE,,NAVAL RESEARCH LABORATORY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,5/1/2025,4/30/2026,8/5/2025,CONT_AWD_N0017325F2425_9700_N0017324D2001_9700,4/21/2025,N00173
N6600125C0020,12/12/2024,"TORCH RESEARCH, LLC",1098504.46,UNIVERSAL NAVAL AI CORE ENVIRONMENT (UNACORN) DATA ENGINEERING PIPELINE SUPPORT FOR U.S. NAVAL FORCES EUROPE (NAVEUR,N6600125R0020,ONLY ONE SOURCE,NOT COMPETED,1,COST PLUS FIXED FEE,NO SET ASIDE USED.,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541512 COMPUTER SYSTEMS DESIGN SERVICES,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,12/13/2024,8/12/2025,5/23/2025,CONT_AWD_N6600125C0020_9700_-NONE-_-NONE-,12/12/2024,N66001
N6600125C0026,3/25/2025,"SAPIENT LOGIC, LLC",1355588.23,"DEVELOPMENT, INTEGRATION, AND CERTIFICATION ENVIRONMENT AND NAVAL INTEGRATED LIVE VIRTUAL CONSTRUCTIVE ENVIRONMENT FUNCTIONAL MONITORING THREAT ANALYSIS SUPPORT",N6600125R0026,ONLY ONE SOURCE,NOT AVAILABLE FOR COMPETITION,1,COST PLUS FIXED FEE,8(A) SOLE SOURCE,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,4/7/2025,4/6/2028,4/22/2025,CONT_AWD_N6600125C0026_9700_-NONE-_-NONE-,3/25/2025,N66001
N6600125F0004,10/1/2024,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",228477,ACADEMIC RESEARCH,N6600120R0014,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,1,COST NO FEE,,DEFENSE THREAT REDUCTION AGENCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Threat Reduction Agency,DELIVERY ORDER,10/2/2024,9/30/2025,12/18/2024,CONT_AWD_N6600125F0004_9700_N6600121D0042_9700,10/1/2024,N66001
N6600125F0021,10/28/2024,COLSA CORP,1211782.16,MISSILE DEFENSE AGENCY (MDA) DATA LINK TEST TOOL/ GATEWAY SYSTEMS (DLTT/GS) SYSTEM SOFTWARE ENGINEERING SUPPORT,N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,10/23/2024,9/30/2025,4/8/2025,CONT_AWD_N6600125F0021_9700_N6600121D3428_9700,10/28/2024,N66001
N6600125F0080,11/21/2024,SAN DIEGO STATE UNIVERSITY FOUNDATION,14404,UNDERGRADUATE STUDENT 3,N6600122R0021,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,,OFFICE OF NAVAL RESEARCH,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,11/21/2024,9/30/2025,11/21/2024,CONT_AWD_N6600125F0080_9700_N6600122D0021_9700,11/21/2024,N66001
N6600125F0082,11/21/2024,SAN DIEGO STATE UNIVERSITY FOUNDATION,5918.72,UNDERGRADUATE STUDENT 2,N6600122R0021,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,,NAVSEA HQ,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,11/21/2024,9/30/2025,11/21/2024,CONT_AWD_N6600125F0082_9700_N6600122D0021_9700,11/21/2024,N66001
N6600125F0083,11/25/2024,SAN DIEGO STATE UNIVERSITY FOUNDATION,9975.8,GRADUATE STUDENT 1,N6600122R0021,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,11/25/2024,9/30/2025,2/18/2025,CONT_AWD_N6600125F0083_9700_N6600122D0021_9700,11/25/2024,N66001
N6600125F0126,12/19/2024,COLSA CORP,1099994.8,LINK MONITORING AND MANAGEMENT TOOL (LMMT) DATA LINK TEST TOOL/ GATEWAY SYSTEMS (DLTT/GS) TASK ORDER,N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,12/20/2024,9/30/2025,12/19/2024,CONT_AWD_N6600125F0126_9700_N6600121D3428_9700,12/19/2024,N66001
N6600125F0138,1/22/2025,EPSILON C5I INC,2314523,TEST AUTOMATION FRAMEWORK (TAF) ENGINEERING AND TECHNICAL SUPPORT,N6600121R0021,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,FULL AND OPEN COMPETITION,1,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,2/3/2025,2/2/2028,5/23/2025,CONT_AWD_N6600125F0138_9700_N6600121D0161_9700,1/22/2025,N66001
N6600125F0145,12/23/2024,SAN DIEGO STATE UNIVERSITY FOUNDATION,24015.9,UNDERGRADUATE STUDENT 3,N6600122R0021,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,,DEF ADVANCED RESEARCH PROJECTS AGCY,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Defense Advanced Research Projects Agency,DELIVERY ORDER,12/23/2024,6/30/2025,12/23/2024,CONT_AWD_N6600125F0145_9700_N6600122D0021_9700,12/23/2024,N66001
N6600125F0156,12/31/2024,SAN DIEGO STATE UNIVERSITY FOUNDATION,19390,UNDERGRADUATE STUDENT 3,N6600122R0021,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,TIME AND MATERIALS,,NAVFACSYSCOM,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,"541715 RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",Department of Defense,Department of the Navy,DELIVERY ORDER,12/31/2024,12/31/2025,12/31/2024,CONT_AWD_N6600125F0156_9700_N6600122D0021_9700,12/31/2024,N66001
N6600125F0184,3/17/2025,COLSA CORP,300000,PMW-150 DATA LINK TEST TOOL/GATEWAY SYSTEMS (DLTT/GS) SYSTEM SOFTWARE ENGINEERING SUPPORT,N6600121R3428,NEGOTIATED PROPOSAL/QUOTE,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,,NIWC PACIFIC,AC33 NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT,541330 ENGINEERING SERVICES,Department of Defense,Department of the Navy,DELIVERY ORDER,3/17/2025,9/30/2025,3/17/2025,CONT_AWD_N6600125F0184_9700_N6600121D3428_9700,3/17/2025,N66001
